0.01234,0.01244,2.724e-06,6.052e-06,407.701,1000.69,1
0.01481,0.01244,-5.203e-07,7.176e-06,406.221,1000.69,1
0.01728,0.01244,-5.895e-07,6.345e-06,408.192,1000.69,1
0.01976,0.01243,1.702e-06,2.992e-06,406.063,1000.69,1
0.02224,0.01243,1.126e-05,-1.261e-06,408.835,1000.69,1
0.02473,0.01243,2.357e-05,-3.896e-06,405.684,1000.69,1
0.02722,0.01243,4.55e-05,-5.5e-06,409.895,1000.69,1
0.02972,0.01242,7.124e-05,-1.064e-05,406.664,1000.69,1
0.03222,0.01242,9.823e-05,-1.099e-05,409.067,1000.69,1
0.03472,0.01242,0.0001328,-9.098e-06,408.103,1000.69,1
0.03723,0.01242,0.0001668,-1.017e-05,409.626,1000.69,1
0.03974,0.01242,0.0002041,-1.705e-05,407.737,1000.69,1
0.04225,0.01242,0.0002501,-1.716e-05,409.75,1000.69,1
0.04476,0.01242,0.0002819,-1.317e-05,407.597,1000.69,1
0.04727,0.01242,0.0003294,-1.407e-05,411.146,1000.69,1
0.04978,0.01242,0.0003649,-1.463e-05,407.152,1000.69,1
0.05228,0.01242,0.0004064,-1.497e-05,411.362,1000.69,1
0.05479,0.01242,0.0004442,-1.739e-05,405.452,1000.69,1
0.05729,0.01242,0.0004718,-1.434e-05,411.138,1000.69,1
0.05979,0.01243,0.0005061,-1.615e-05,405.431,1000.69,1
0.06228,0.01243,0.000529,-1.095e-05,410.414,1000.69,1
0.06477,0.01243,0.0005528,-1.944e-05,405.17,1000.69,1
0.06725,0.01243,0.0005658,-7.432e-06,407.292,1000.69,1
0.06973,0.01244,0.0005824,-6.23e-06,408.679,1000.69,1
0.0722,0.01244,0.0005947,-2.173e-05,403.975,1000.69,1
0.07467,0.01244,0.0005854,-1.517e-05,406.545,1000.69,1
0.07713,0.01244,0.0005959,-1.3e-05,406.771,1000.69,1
0.07958,0.01245,0.0005828,-1.11e-05,402.127,1000.69,1
0.08203,0.01245,0.000573,1.247e-06,407.646,1000.69,1
0.08448,0.01245,0.0005485,4.177e-06,401.472,1000.68,1
0.08691,0.01245,0.0005215,1.483e-05,405.073,1000.68,1
0.08934,0.01246,0.0004926,1.622e-05,403.195,1000.68,1
0.09177,0.01246,0.0004549,-9.642e-07,401.846,1000.68,1
0.09419,0.01246,0.0003989,2.821e-06,400.563,1000.68,1
0.09661,0.01246,0.0003598,6.034e-06,404.243,1000.68,1
0.09903,0.01246,0.0002991,9.723e-06,397.367,1000.68,1
0.1014,0.01246,0.0002358,1.75e-05,404.962,1000.68,1
0.1039,0.01246,0.0001806,1.459e-05,397.759,1000.68,1
0.1063,0.01246,9.946e-05,1.383e-05,401.406,1000.68,1
0.1087,0.01246,3.61e-05,1.876e-05,400.086,1000.68,1
0.1111,0.01246,-3.384e-05,1.874e-05,400.071,1000.68,1
0.1135,0.01246,-9.725e-05,1.379e-05,401.397,1000.68,1
0.1159,0.01246,-0.0001786,1.448e-05,397.742,1000.68,1
0.1183,0.01246,-0.000234,1.727e-05,404.932,1000.68,1
0.1207,0.01246,-0.0002976,9.347e-06,397.335,1000.68,1
0.1231,0.01246,-0.0003586,5.543e-06,404.211,1000.68,1
0.1256,0.01246,-0.000398,2.223e-06,400.53,1000.68,1
0.128,0.01246,-0.0004542,-1.638e-06,401.802,1000.68,1
0.1304,0.01246,-0.0004919,1.557e-05,403.157,1000.68,1
0.1328,0.01245,-0.0005207,1.426e-05,405.022,1000.68,1
0.1353,0.01245,-0.0005475,3.726e-06,401.413,1000.68,1
0.1377,0.01245,-0.0005718,9.765e-07,407.562,1000.69,1
0.1402,0.01245,-0.0005814,-1.112e-05,402.039,1000.69,1
0.1426,0.01244,-0.0005943,-1.282e-05,406.658,1000.69,1
0.1451,0.01244,-0.0005839,-1.496e-05,406.428,1000.69,1
0.1476,0.01244,-0.0005934,-2.169e-05,403.849,1000.69,1
0.15,0.01244,-0.0005818,-6.557e-06,408.545,1000.69,1
0.1525,0.01243,-0.0005662,-8.157e-06,407.163,1000.69,1
0.155,0.01243,-0.000554,-2.052e-05,405.065,1000.69,1
0.1575,0.01243,-0.0005306,-1.243e-05,410.347,1000.69,1
0.16,0.01243,-0.000508,-1.81e-05,405.39,1000.69,1
0.1625,0.01242,-0.0004742,-1.675e-05,411.132,1000.69,1
0.165,0.01242,-0.000447,-1.998e-05,405.471,1000.69,1
0.1675,0.01242,-0.0004097,-1.742e-05,411.413,1000.69,1
0.17,0.01242,-0.0003685,-1.666e-05,407.236,1000.69,1
0.1725,0.01242,-0.0003327,-1.563e-05,411.248,1000.69,1
0.175,0.01242,-0.0002847,-1.429e-05,407.711,1000.69,1
0.1775,0.01242,-0.0002523,-1.797e-05,409.852,1000.69,1
0.18,0.01242,-0.000206,-1.756e-05,407.86,1000.69,1
0.1825,0.01242,-0.0001685,-1.04e-05,409.738,1000.69,1
0.185,0.01242,-0.000134,-9.233e-06,408.25,1000.69,1
0.1875,0.01242,-9.88e-05,-1.115e-05,409.19,1000.69,1
0.19,0.01242,-7.139e-05,-1.08e-05,406.811,1000.69,1
0.1925,0.01243,-4.519e-05,-5.789e-06,410.021,1000.69,1
0.195,0.01243,-2.296e-05,-4.27e-06,405.823,1000.69,1
0.1975,0.01243,-1.03e-05,-1.719e-06,408.958,1000.69,1
0.2,0.01243,-6.427e-07,2.52e-06,406.183,1000.69,1
0.2025,0.01244,1.728e-06,5.856e-06,408.3,1000.69,1
0.2049,0.01244,1.68e-06,6.732e-06,406.326,1000.69,1
0.2074,0.01244,-1.849e-06,5.797e-06,407.782,1000.69,1
0.01234,0.01493,2.5e-06,1.043e-05,403.792,1000.69,1
0.01482,0.01492,3.919e-06,9.218e-06,403.515,1000.69,1
0.01729,0.01492,7.121e-06,1.756e-06,403.038,1000.69,1
0.01978,0.01491,1.839e-05,-8.172e-06,404.508,1000.69,1
0.02227,0.0149,3.794e-05,-1.868e-05,402.736,1000.69,1
0.02477,0.01489,7.181e-05,-3.285e-05,405.956,1000.69,1
0.02729,0.01488,0.0001069,-4.049e-05,402.394,1000.69,1
0.02981,0.01487,0.0001522,-4.976e-05,405.273,1000.69,1
0.03233,0.01486,0.0002054,-5.346e-05,404.727,1000.69,1
0.03486,0.01486,0.0002628,-6.658e-05,404.021,1000.69,1
0.0374,0.01485,0.0003286,-6.799e-05,403.23,1000.69,1
0.03994,0.01485,0.0003928,-6.856e-05,407.037,1000.69,1
0.04248,0.01485,0.0004681,-7.374e-05,404.511,1000.69,1
0.04502,0.01485,0.0005321,-7.661e-05,405.565,1000.69,1
0.04756,0.01485,0.0006048,-7.835e-05,403.728,1000.69,1
0.05009,0.01485,0.0006692,-7.702e-05,404.906,1000.69,1
0.05263,0.01486,0.0007339,-6.834e-05,404.214,1000.69,1
0.05516,0.01486,0.0008017,-6.417e-05,407.985,1000.69,1
0.05768,0.01487,0.0008555,-5.444e-05,402.13,1000.69,1
0.0602,0.01488,0.0009166,-5.508e-05,408.467,1000.69,1
0.06271,0.01489,0.0009482,-4.504e-05,398.218,1000.69,1
0.06521,0.0149,0.0009893,-3.272e-05,410.712,1000.69,1
0.0677,0.01491,0.001019,-2.424e-05,399.19,1000.68,1
0.07019,0.01492,0.001023,-1.882e-05,403.551,1000.68,1
0.07266,0.01493,0.001043,-1.888e-05,405.061,1000.68,1
0.07512,0.01494,0.001045,-9.83e-06,400.716,1000.68,1
0.07758,0.01495,0.001033,-2.673e-06,402.361,1000.68,1
0.08002,0.01496,0.001021,3.242e-06,403.249,1000.68,1
0.08245,0.01497,0.0009909,2.014e-05,397.622,1000.68,1
0.08487,0.01498,0.0009517,2.594e-05,403.302,1000.68,1
0.08728,0.01499,0.0009176,3.803e-05,397.457,1000.68,1
0.08969,0.015,0.0008458,5.148e-05,397.712,1000.68,1
0.09208,0.01501,0.0007895,6.654e-05,402.754,1000.68,1
0.09447,0.01502,0.0007122,8.379e-05,396.908,1000.68,1
0.09685,0.01502,0.0006145,9.633e-05,399.945,1000.68,1
0.09923,0.01503,0.0005221,0.0001036,399.441,1000.68,1
0.1016,0.01504,0.0004121,0.0001205,397.007,1000.68,1
0.104,0.01504,0.0002996,0.0001263,401.24,1000.68,1
0.1063,0.01504,0.0001831,0.0001255,398.56,1000.68,1
0.1087,0.01504,6.689e-05,0.0001306,399.589,1000.68,1
0.1111,0.01504,-6.381e-05,0.0001305,399.584,1000.68,1
0.1134,0.01504,-0.0001802,0.0001253,398.547,1000.68,1
0.1158,0.01504,-0.0002969,0.0001261,401.228,1000.68,1
0.1182,0.01504,-0.0004097,0.00012,396.986,1000.68,1
0.1205,0.01503,-0.0005201,0.000103,399.426,1000.68,1
0.1229,0.01502,-0.0006128,9.56e-05,399.926,1000.68,1
0.1253,0.01502,-0.0007109,8.29e-05,396.882,1000.68,1
0.1277,0.01501,-0.0007884,6.552e-05,402.737,1000.68,1
0.1301,0.015,-0.0008448,5.045e-05,397.678,1000.68,1
0.1325,0.01499,-0.0009164,3.709e-05,397.418,1000.68,1
0.1349,0.01498,-0.0009504,2.516e-05,403.243,1000.68,1
0.1373,0.01497,-0.0009894,1.961e-05,397.557,1000.68,1
0.1397,0.01496,-0.001019,2.986e-06,403.163,1000.68,1
0.1422,0.01495,-0.001031,-2.751e-06,402.257,1000.68,1
0.1446,0.01494,-0.001043,-9.964e-06,400.609,1000.68,1
0.1471,0.01493,-0.001041,-1.936e-05,404.949,1000.68,1
0.1496,0.01492,-0.001023,-1.987e-05,403.457,1000.68,1
0.1521,0.01491,-0.001019,-2.594e-05,399.113,1000.68,1
0.1545,0.0149,-0.0009905,-3.494e-05,410.657,1000.69,1
0.157,0.01489,-0.00095,-4.774e-05,398.193,1000.69,1
0.1596,0.01488,-0.0009188,-5.831e-05,408.459,1000.69,1
0.1621,0.01487,-0.0008582,-5.798e-05,402.164,1000.69,1
0.1646,0.01486,-0.0008047,-6.771e-05,408.043,1000.69,1
0.1671,0.01486,-0.0007375,-7.164e-05,404.304,1000.69,1
0.1697,0.01485,-0.0006731,-7.991e-05,404.978,1000.69,1
0.1722,0.01485,-0.0006087,-8.056e-05,403.822,1000.69,1
0.1747,0.01485,-0.0005355,-7.813e-05,405.641,1000.69,1
0.1773,0.01485,-0.0004709,-7.464e-05,404.614,1000.69,1
0.1798,0.01485,-0.0003951,-6.887e-05,407.101,1000.69,1
0.1824,0.01485,-0.0003306,-6.776e-05,403.345,1000.69,1
0.1849,0.01486,-0.0002644,-6.608e-05,404.094,1000.69,1
0.1874,0.01486,-0.0002065,-5.296e-05,404.83,1000.69,1
0.1899,0.01487,-0.0001526,-4.942e-05,405.359,1000.69,1
0.1925,0.01488,-0.0001069,-4.043e-05,402.513,1000.69,1
0.195,0.01489,-7.125e-05,-3.304e-05,406.058,1000.69,1
0.1975,0.0149,-3.698e-05,-1.91e-05,402.851,1000.69,1
0.2,0.01491,-1.721e-05,-8.696e-06,404.608,1000.69,1
